Name,Street,House_number,Zip_code,City,Tel,Email,Website
Sozialwerk Main-Taunus e.V.,Heddernheimer Landstr.,144,60439,Frankfurt,069 95822530,gs@smt-frankfurt.de,http://www.smt-frankfurt.de/
spectrum Dienste GmbH,Ockershäuser Allee,17,35037,Marburg,06421 931777,tim@thielicke.net,
spectrum e.V.,Ockershäuser Allee,17,35037,Marburg,06421 931777,angelika.thielicke@googlemail.com,http://www.spectrum-marburg.de/
Spielerei Bergstraße e.V.,Rodensteinstr.,91,64625,Bensheim,06257 944334,vorstand@spielerei-bergstrasse.de,http://www.spielerei-bergstrasse.de/
St. Katharinen- und Weißfrauen Altenhilfe GmbH,Goldbergweg,85,60599,Frankfurt am Main,069 9652230,j.schuelbe@pflege-goldbergweg.de,http://www.stkathweis.de
St. Katharinen- und Weißfrauenstift Stiftung des öffentlichen Rechts,Braubachstr.,15,60311,Frankfurt,069 1568020,info@stkathweis.de,http://www.st-katharinen-und-weissfrauenstift.de/
starthäuschen - innovative Pädagogik gGmbH,Pirazzistr.,15,63067,Offenbach,069 8237860,info@starthaus.org,http://www.starthaus.org
StartKlar gemeinnützige GmbH,Rudolf-Buchheim-Str.,8,35392,Gießen,0641 985442121,kontakt@startklar-giessen.de,
Stiftung Deutsche Landerziehungsheime Hermann Lietz-Schule,Schloß Bieberstein,,36145,Hofbieber,06657 790,bieberstein@lietz-schule.de,http://www.lietz-schulen.de/
Stiftung Frankfurter Schullandheim Wegscheide,Seehofstr.,41,60594,Frankfurt,069 612845,kontakt@wegscheide.org,http://www.schullandheim-wegscheide.de/
Stiftung Lebensräume Offenbach am Main,Ludwigstraße,4,63067,Offenbach,069 8383160,Mieke.Steilberg@lebmail.de,http://www.lebsite.de/
Stiftung Mutter Teresa,Am Opperzer Berg,2,36119,Neuhof,06655 91670,info@mutter-teresa.com,http://www.mutter-teresa.com
Stiftung Praunheimer Werkstätten,Christa-Maar-Str.,2,60488,Frankfurt am Main,069 95802637,stiftung@pw-ffm.de,http://www.pw-ffm.de/stiftung/stiftung.html
Stiftung Soziale Gemeinschaft Riedstadt,Wilhelm-Leuschner-Str.,21,64560,Riedstadt,06158 2579,info@stiftung-riedstadt.de,http://www.stiftung-riedstadt.de/
Streetbolzer e. V.,Untere Karlsstr.,4,34117,Kassel,,info@streetbolzer.com,http://www.streetbolzer.com
Studentenwerk Darmstadt Anstalt des öffentlichen Rechts,Alexanderstr.,4,64283,Darmstadt,06151 162112,stw@studentenwerkdarmstadt.de,http://www.studentenwerkdarmstadt.de/
Studentenwerk Frankfurt am Main Anstalt des öffentlichen Rechts,Bockenheimer Landstr.,133,60325,Frankfurt,069 79823001,info@studentenwerkfrankfurt.de,http://www.studentenwerkfrankfurt.de/
Studentenwerk Gießen Anstalt des öffentlichen Rechts,Otto-Behaghel-Str.,23-27,35394,Gießen,0641 40008102,info@studentenwerk-giessen.de,
Studentenwerk Marburg Anstalt des öffentlichen Rechts,Erlenring,5,35037,Marburg,06421 296111,info@studentenwerk-marburg.de,http://www.studentenwerk-marburg.de/
Studierendenwerk Kassel Anstalt des öffentlichen Rechts,Postfach,10 36 60,34036,Kassel,0561 8042550,sozdienst@studentenwerk.uni-kassel.de,http://www.studentenwerk-kassel.de/
Suchthilfe Fulda e.V.,Rhönstr.,12,36037,Fulda,0661 3801713,mvk@suchthilfe-fulda.de,
Suchthilfe Wetzlar e.V.,Sophienstr.,7,35576,Wetzlar,06441 210290,mail@suchthilfe-wetzlar.de,http://www.suchthilfe-wetzlar.de
Suchthilfezentrum Gießen e.V.,Schanzenstr.,16,35390,Gießen,0641 78027,info@shz-giessen.de,http://www.shz-giessen.de
SzenenWechsel Frauen- und Familienzentrum e.V.,Hauptstr,15,64342,Seeheim-Jugenheim,06257 86633,office@szenenwechsel-online.de,http://www.szenenwechsel-online.de/
Tagesmütter_Kassel e.V.,Brüder-Grimm-Str.,56a,34134,Kassel,0561 45231,info@tam-kassel.de,http://www.tam-kassel.de
TagesSatz e.V.,Westring,69,34127,Kassel,0561 8615843,tagessatz.ev@aol.com,http://www.tagessatz.de
Tagträume e.V.,Fritz-Erler-Str.,5,63073,Offenbach-Bieber,069 897944,tagtraeume_ev@t-online.de,
TASIMU e.V.,Am Schäfersberg,46,65527,Niedernhausen,06127 79353,k.mallmann@tasimu.de,http://www.tasimu.de/
Tatzelwurm e.V.,Ortsstr.,56,64646,Heppenheim,06252 965120,tatzelwurm.kindergarten@gmx.de,http://home.arcor.de/tatzelwurm-kiga/
Tausendfüßler e.V. - Der Familienverein,Seligenstädter Str.,34,63179,Obertshausen,06104 71852,info@tausendfuessler-obertshausen.de,http://www.tausendfuessler-obertshausen.de
TD-A TrotzDem-Aktiv - Gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),An der Grünhohl,9,60437,Frankfurt,,trotzdem-aktiv.hs@t-online.de,
Terra Tech Förderprojekte e.V.,Zeppelinstraße,29,35039,Marburg,06421 9995990,info@terratech-ngo.de,http://www.terratech-ngo.de/
Trägerverein Psychosoziales Zentrum für Geflüchtete Nordhessen e.V.,Treppenstr.,4,34117,Kassel,0561 28762623,info@pzg-nordhessen.de,www.pzg-nordhessen.de/
Trägerverein Rosa Raupe e.V.,Gagernring,1b,65779,Kelkheim,06195/902632,info@rosaraupe.de,http://www.rosaraupe.de/
Treffpunkt e.V.,Hufelandstr.,12,34537,Bad Wildungen,05621 96580,badwildungen@treffpunkte-wa-fkb.de,
Treffpunkt e.V. Frankenberg,Hainstr.,51,35066,Frankenberg,06451 72430,frankenberg@treffpunkte-wa-fkb.de,http://www.treffpunkte-waldeck-frankenberg.de/
Treffpunkt e.V. Korbach,Flechtdorfer Str.,11,34497,Korbach,05631 506900,korbach@treffpunkte-wa-fkb.de,http://www.treffpunkte-waldeck-frankenberg.de
Trockendock e.V.,Straßheimer Str.,37,61169,Friedberg,06031 684330,info@rdw-wetterau.de,http://www.rdw-wetterau.de/
trong Kids - Verein für Gewalt- & Kriminalprävention e.V.,Gagernring,55,65779,Kelkheim,,info@coolstrongkids.com,www.coolstrongkids.de/
Tuntonia e.V.,c/o BdWi Marburg e.V. Gisselberger Straße,7,35037,Marburg,06421 360933,info@tuntonia.info,http://www.tuntonia.info
Türkisches Volkshaus Frankfurt e.V.,Werrastr.,29,60486,Frankfurt,069 253208,volkshaus-frankfurt@t-online.de,http://www.halkevi.org/
Väteraufbruch für Kinder Marburg (VAfK) e.V.,Erlenring,20,35039,Marburg,0642164471,vafk.marburg@t-online.de,www.marburg.vaeteraufbruch.de
"Väteraufbruch für Kinder, Kreisverein Frankfurt am Main e.V. (VAfK)",Herzogstr.,1a,60528,Frankfurt am Main,069 944192,frankfurt@vafk.de,http://www.vaeterbruch.de
Vätergruppe Kassel e.V.,Postfach,410240,34064,Kassel,0561 526237,info@vaetergruppe-kassel.de,http://www.vaetergruppe-kassel.de
VEF Mini Kids e.V.,Carl-Zeiss-Straße,49,63322,Rödermark,06074 922156,info@vef-minikids.de,http://www.vef-minikids.de/
Verband alleinerziehender Mütter und Väter Landesverband Hessen e.V.,Adalbertstr.,15/17,60486,Frankfurt,069 97981879,info@vamv-hessen.de,http://www.vamv-hessen.de
Verband alleinerziehender Mütter Väter (VAMV) Ortsverband Frankfurt am Main e.V.,Adalbertstr.,15/17,60486,Frankfurt,069 97981884,vamv_frankfurt@hotmail.com,http://www.vamv-frankfurt.de
Verband binationaler Familien und Partnerschaften - iaf e.V.,Ludolfusstr.,2-4,60487,Frankfurt,069 7137560,info@verband-binationaler.de,http://www.verband-binationaler.de/
Verband Hörgeschädigter Kassel e.V.,Leuschnerstr.,40,34134,Kassel,0561 12316,info@schwerhoerigenverein-kassel.de,http://www.schwerhoerigenverein-kassel.de
Verbund Plus Gemeinnützige GmbH,Querallee,1,34119,Kassel,0561 9789730,gs@verbund-kassel.de,http://www.verbundplus.de
Verbund sozialpädagogischer Kleingruppen e.V.,Querallee,1,34119,Kassel,0561 9789730,geschaeftsfuehrung@verbund-kassel.de,http://www.verbund-kassel.de/
"Verein Ambulante Hilfen im Alltag, AHA e.V.",Kölnische Straße,99,34119,Kassel,0561 5061650,info@ahaev.de,http://www.ahaev.de/
Verein Arbeits- und Erziehungshilfe e.V.,Karlsruher Str.,9,60329,Frankfurt,069 272160,vae@vae-ev.de,http://www.vae-ev.de/
"Verein der Freunde und Förderer der Friedrich von Bodelschwingh-Schule, Schule für Körperbehinderte Wiesbaden e...",Pörtschacher Str.,12,65187,Wiesbaden,,mail@katja-moritz.de,http://www.vffb-wiesbaden.de/
Verein der Freunde und Förderer der Schule für Körperbehinderte in Langen e.V. c/o Erich-Kästner-Schule,Zimmerstr.,70,63225,Langen,,info@eks-langen.de,
Verein der Freunde und Förderer der Wollenbergschule Wetter e.V.,Weinstr.,9,35083,Wetter,06423 9414-0,,
Verein Förderung von Jugendwohnmodellen e.V.,Conrad-Weil-Gasse,1,60388,Frankfurt,06109 2851,jwm-bergen@arcor.de,http://www.jugendwohnmodelle.de
Verein für Beratung und Therapie e.V.,Postfach,13 08,35253,Stadtallendorf,06428 1035,Beratung@lok-stadtallendorf.de,http://www.lok-stadtallendorf.de/
Verein für Bildung und Beratung e.V.,Krummbogen,3,35039,Marburg,06421 96360,sekretariat@vbb-marburg.de,http://www.arbeit-und-bildung.de/
Verein für Bildung und berufliche Förderung von Mädchen und Frauen e.V.,Alsfelder Str.,9,64289,Darmstadt,06151 669720,info@baff-darmstadt.de,
Verein für demokratische Jugendarbeit und Jugendbildung Main-Taunus e.V.,Rheingaustr.,68,65719,Hofheim/Ts.,06192 37660,Spatzennest@gmx.de,http://www.kinderhaus-spatzennest.de/
Verein für gesunde Lebensstile und Primärprävention - besser leben e.V.,Rittershausstr.,5,61231,Bad Nauheim,06032 804572,Bourdin@besser-leben-ev.de,http://www.besser-leben-ev.de
Verein für Grundschülerbetreuung e.V.,Erzberger Str.,18,68519,Viernheim,06204 9197980,astridpfenning@web.de,
Verein für Hauspflege e.V.,Saalbaustr.,28,64283,Darmstadt,06151 26680,mail@vereinfuerhauspflege.de,http://www.vereinfuerhauspflege.de/
Verein für heilende Erziehung Marburg e.V.,Rudolf-Breitscheid-Str.,22,35037,Marburg,06421 33772,info@verein-fuer-heilende-erziehung.de,http://www.bettina-von-arnim-schule.de/
Verein für heilende Erziehung und Therapie auf der Grundlage anthroposophischer Menschenkunde e.V.,Marxstr.,22,61440,Oberursel,06171 57490,info@albrecht-strohschein-schule.de,http://www.albrecht-strohschein-schule.de/
Verein für individuelle Erziehungshilfen e.V.,Am Schloßpark,141,65203,Wiesbaden,0611 9600256,info@vie-ev.de,http://www.vie-ev.de/
Verein für Jugendhilfe e.V. Nidda,Abellstr.,5,63667,Nidda,06043 986700,geschaeftsstelle@jugendhilfe-nidda.de,http://www.jugendhilfe-nidda.de/
"Verein für Kinderbetreuung ""Franz von Hahn"" e.V.",Marburger Str.,129,35396,Gießen,0641 9718031,info@kindergruppe-giessen.de,http://www.kindergruppe-giessen.de/
Verein für Kindererziehung-Kinderland e.V.,Katzenbach,22,35398,Gießen-Klein-Linden,0641 202850,info@kinderland-giessen.de,http://www.kinderland-giessen.de
Verein für Kinderhauserziehung e.V.,Darmstädter Str.,269,64625,Bensheim,06251 789690,l.mueller-wimmer@vfk-ggs.de,http://www.vfk-ggs.de/
Verein für klassische Montessori-Pädagogik e.V.,Korbacher Str.,215,34132,Kassel,0561 6027820,chris.e.schwarz@web.de,
Verein für Körper- und Mehrfachbehinderte im Schwalm-Eder-Kreis e.V.,Kasseler Str.,39a,34212,Melsungen,05661 2421,,
Verein für Körper- und Mehrfachbehinderte Main-Kinzig e.V.,Kasseler Str.,39,63477,Maintal,05661 70970,,
Verein für Kultur und Bildung e.V.,Hanauer Landstr.,182,60314,Frankfurt,069 94592084,mail@kubi.info,http://www.kubi.info/
"Verein für Ökologie, Gesundheit und Bildung e.V.",Wilhelmstr.,7,34260,Kaufungen,05605 80070,oegb@kommune-niederkaufungen.de,http://www.kommune-niederkaufungen.de/
Verein für Psychosoziale Therapie e.V. VPST,Marktplatz,3,35321,Laubach,06405 5053090,gs-info@vpst-laubach.de,http://www.bz-laubach-gruenberg.de/
"Verein für Psychotherapie, Beratung und Heilpädagogik e.V.",Alexanderstr.,29,60489,Frankfurt,069 7892019,verwaltung@erziehungshilfe-roedelheim.de,http://www.erziehungshilfe-roedelheim.de/
Verein für Selbstbestimmung und Betreuung im Vdk Hessen e.V.,Ostparkstr.,37,60385,Frankfurt,069 4365113,betreuungsverein.frankfurt@vdk.de,http://www.vdk.de/betreuungsverein-hessen/
Verein für Selbstbestimmung und Betreuung Osthessen im Sozialverband VdK Hessen e.V.,Heinrichstr.,58a,36043,Fulda,0661 9019703,betreuungsverein.fulda@vdk.de,
Verein für soziale Arbeit im Stadtteil Kinderwerkstatt Bockenheim e.V.,Falkstr.,72,60487,Frankfurt,069 775565,miteinander@kinderwerkstatt.com,http://www.kinderwerkstatt.com/
Verein für sozialpädagogische Modelle e.V.,Fichardstr.,38,60322,Frankfurt,069 59798141,kontakt@vsm-ev.de,http://www.vsm-ev.de/
Verein für sozialpädagogisches Management e.V.,Hanauer Landstraße,46,63571,Gelnhausen,06185 8999552,V-spm@t-online.de,
Verein für Waldorfpädagogik Starkenburg e.V.,Bergstr.,18,64342,Seeheim-Jugenheim,06257 85210,waldorfkindergarten-seeheim@t-online.de,
Verein Hilfe für Kinder und Erwachsene im Krankenhaus e.V.,c/o Bunter Kreis Kassel,,34125,Kassel,0561 98019714,m.einax-wagner@bunter-kreis-kassel.de,
Verein Jean-Paul-Schule Kassel e.V.,Württemberger Str.,18,34131,Kassel,0561 3162061,info@jean-paul-schule.de,http://www.jean-paul-schule.de
Verein Schullandheim Goethe-Gymnasium e.V.,Friedrich-Ebert-Anlage,24,60325,Frankfurt,069 21233525,,
Verein Soziale Hilfe Darmstadt e.V.,Mathildenplatz,7,64283,Darmstadt,06151 24016,vsh.darmstadt@t-online.de,http://www.haus-ober-ramstadt.de
Verein Spielmobil Rote Rübe e.V.,Bremer Str.,5,34117,Kassel,0561 7392593,info@roteruebe.de,http://www.roteruebe.de/
Verein zum Schutz misshandelter Frauen Frauen helfen Frauen e.V.,Adolfsallee,33,65185,Wiesbaden,0611 51212,info@frauenhelfenfrauen-wiesbaden.de,http://www.frauenhelfenfrauen-wiesbaden.de/
Verein zur Betreuung und Förderung lernbehinderter Schüler e.V.,Vogelsbergstraße,46,64289,Darmstadt,06159 398,roland.kohl-ciocca@gmx.de,
Verein zur Betreuung Volljähriger im Hochtaunuskreis (VBV) e. V.,Kaiser-Friedrich-Promenade,74,61348,Bad Homburg,06172 41041,vbv@b-treu.de,http://www.b-treu.de/
Verein zur Bewegungsförderung (Psychomotorik) e.V.,Barfüßerstr.,1,35032,Marburg,06421 283935,bewfoerd@staff.uni-marburg.de,http://www.psychomotorik-marburg.de/
Verein zur Förderung besserer Lebensqualität für kleine und große Menschen e.V.,Friedrich-Ebert-Str.,171,34119,Kassel,0561 13042,orte-fuer-kinder@live.de,
Verein zur Förderung bewegungs- und sportorientierter Jugendsozialarbeit e.V.,Biegenstr.,40,35037,Marburg,06421 685330,kontakt@bsj-marburg.de,http://www.bsj-marburg.de/
Verein zur Förderung der Autonomie Behinderter e.V.,Samuel-Beckett-Anlage,6,34119,Kassel,0561 728850,info@fab-kassel.de,http://www.fab-kassel.de/
Verein zur Förderung der Inklusion behinderter Menschen e.V. (Abkürzung fib),Am Erlengraben,12 a,35037,Marburg,06421 169670,info@fib-ev-marburg.de,http://www.fib-ev-marburg.de/
Verein zur Förderung der Integration Behinderter Taunus e.V.,Adenauer Allee,18,61440,Oberursel,06171 887150,verwaltung@vzf-taunus.de,http://www.vzf-taunus.de/
Verein zur Förderung der Integration von Menschen mit Behinderung e.V.,Lilienthalstr.,4,35394,Gießen,0641 4801680,kontakt@vfimb.de,http://www.vfimb.de
Verein zur Förderung der Kontakte zwischen Kleinkindern e.V.,Schützenstr.,5,35096,Weimar,06421 1683848,kindergruppe@fliegenpilz-niederweimar.de,http://www.fliegenpilz-niederweimar.de
Verein zur Förderung der selbstständigen Lebensführung Blinder und Sehbehinderter e.V. (Fokus),Ginsterweg,4,35041,Marburg,06421 34270,info@fokus-ev.de,http://www.fokus-ev.de
Verein zur Förderung der Waldorfpädagogik in Limburg/Lahn e.V.,Friedhofsweg,14,65549,Limburg,06431 23988,info@zipfelmuetze-limburg.de,
Verein zur Förderung der Waldorfpädagogik Witzenhausen e.V.,Südbahnhofstr.,28,37213,Witzenhausen,05542 999550,kontakt@waldorfkindergarten-witzenhausen.de,
Verein zur Förderung der Waldorfpädagogik e.V.,Bahnstr.,17,63225,Langen,06103 53695,kontakt@waldorfkindergarten-langen.de,
Verein zur Förderung des Waldorfkindergartens Idstein e.V.,Limburger Str.,79,65510,Idstein,06126 92141,info@waldorfkindergarten-idstein.de,http://www.waldorfkindergarten-idstein.de/
"Verein zur Förderung feministischer Mädchenarbeit, Mädchentreff Wiesbaden e.V.",Römerberg,24,65183,Wiesbaden,0611 51518,info@maedchentreff-wiesbaden.de,http://www.maedchentreff-wiesbaden.de
Verein zur Förderung geistig behinderter Schüler e.V.,Pestalozzistr.,3,36358,Herbstein,06643 8680,buero@hvbs.info,
Verein zur Förderung psychosozialer Kooperation und Koordination im Lahn-Dill-Kreis e.V.,Helgebachstrasse,23,35578,Wetzlar,06441 6713448,Karlu-Kreuzburg@web.de,
Verein zur Förderung selbstbestimmten Lebens behinderter und alter Menschen in der Mainspitze -BASIS e...,Taunusstr.,2,65462,Ginsheim,06144 337950,mail@basis-ev.com,http://www.familienentlastender-dienst.de/
Verein zur Förderung von Menschen mit Behinderungen Darmstadt e.V.,Dieburger Str.,77,64380,Roßdorf,06154 69960,info@bhz-rossdorf.de,http://www.bhz-rossdorf.de/
Verein zur Pflege der Waldorfpädagogik e.V.,Alt Niederursel,42,60439,Frankfurt,069 5890916,,
Verein zur Pflege der Waldorfpädagogik e.V.,Berkersheimer Weg,91,61118,Bad Vilbel,06101 1654,info@waldorfkindergarten-bad-vilbel.de,http://waldorfkindergarten-bad-vilbel.de
Verein zur Pflege der Waldorfpädagogik e.V.,Ringmauer,16,36110,Schlitz,06642 5295,waldorfhort.schlitz@web.de,
Verein zur Pflege von Mensch und Erde e.V.,An der Kirche,6,36211,Alheim-Oberellenbach,05664 1798,info@kirchhof-oberellenbach.de,http://www.kirchhof-oberellenbach.de/
Verein zur Unterstützung von Mädchen in Not e.V.,Postfach,57 52,65047,Wiesbaden,0611 808088,team@maedchenzuflucht.de,http://www.maedchenzuflucht.de
Vereinigung der Waldorfkindergärten e.V.,Hügelstr.,67,60433,Frankfurt,069 63197313,dietrich.roediger@waldorfkindergarten-hessen.de,www.waldorfkindergaerten-hessen.de
Vereinigung für Interdisziplinäre Frühförderung Landesvereinigung Hessen e.V.,Herzbergstraße,1a,63571,Gelnhausen,,hessen@fruehfoerderung-viff.de,http://www.fruehfoerderung-viff.de
"Versorgungshaus und Wiesenhüttenstift, Stiftung des öffentlichen Rechts",Gravensteiner Platz,3,60435,Frankfurt,069 150510,info@wiesenhuettenstift.de,http://www.wiesenhuettenstift.de/
VES sozialpädagogisches Wohnen e.V.,Dammstr.,39,35390,Gießen,0641 390709,info@ves-giessen.de,http://www.ves-giessen.de
Villa Kunterbunt e.V.,Martinstr.,20,63533,Mainhausen,06182 24563,,www.villa-kunterbunt-mainflingen.de/
VIS e.V. - Verein für Integration und Suchthilfe,Adelheidstr.,3,35781,Weilburg,06471 7047,geschaeftsstelle@judro-limburg.de,http://www.judro-limburg.de/
Vitos Haina gemeinnützige GmbH,Landgraf-Philipp-Platz,3,35114,Haina (Kloster),06456 91200,info@vitos-haina.de,http://www.vitos-haina.de
Vitos Herborn gemeinnützige GmbH,Austr.,40,35745,Herborn,02772 5041515,gf@vitos-herborn.de,http://www.vitos-herborn.de
Vitos Kurhessen gemeinnützige GmbH,Landgraf-Philipp-Str.,9,34308,Bad Emstal,05624 6010311,geschaeftsfuehrung@vitos-kurhessen.de,http://www.vitos-kurhessen.de
Vitos Riedstadt gemeinnützige GmbH,Philippsanlage,101,64560,Riedstadt,06158 183202,peter.mann@vitos-riedstadt.de,http://www.vitos-riedstadt.de
Vitos Teilhabe gemeinnützige GmbH,Postfach,1320,65503,Idstein,06126 23206,edeltraud.kraemer@vitos-kalmenhof.de,http://www.vitos-kalmenhof.de
"VIV-International, Verein für internationale Verständigung und interkulturelles Lernen e.V.",Vogtstr.,41,60322,Frankfurt am Main,069 5963680,info@viv-international.de,http://www.viv-international.de/
WABe e.V.,Laugendorf,9,36103,Flieden,06661 747090,info@wabe-wohnheim.com,http://www.wabe-wohnheim.com/
WABE e.V.,Poppenhusenstr.,12,22305,Hamburg,040 4929396-25,info@wabe-hamburg.de,www.wabe-hamburg.de
WABe gGmbH,Laugendorf,9,36103,Flieden,06661 747090,info@wabe-wohnheim.com,http://www.wabe-wohnheim.com/
Waisenhaus Stiftung des öffentlichen Rechts,Bleichstr.,10,60313,Frankfurt,069 2980030,info@waisenhaus-frankfurt.de,http://www.waisenhaus-frankfurt.de/
Waldhof gGmbH,Außerhalb,30a/Bodenäckerweg,64372,Ober-Ramstadt,06154 6944500,info@waldhof-ggmbh.de,http://www.reiten-waldhof.de
"Waldkindergarten Altenstadt-Rodenbach ""Die Waldfrüchtchen"" e.V.",Postfach,1164,63669,Altenstadt,06047 6332,info@die-waldfruechtchen.de,http://www.die-waldfruechtchen.de
Waldkindergarten Bensheim e.V.,Im Bangert,26,64625,Bensheim,06251 5702148,shirsch@ingenitron.de,http://waldkindergarten-bensheim.de
Waldkindergarten Ebsdorfergrund - Die Waldbienen e.V.,Roßberger Str.,18,35085,Ebsdorfergrund,06424 964685,info@waldkindergarten-ebsdorfergrund.de,http://www.waldkindergarten-ebsdorfergrund.de
Waldkindergarten Gelnhausen e.V.,Bleichstr.,28,63571,Gelnhausen,06051 609300,berit@waldkindergarten-gelnhausen.de,http://www.waldkindergarten-gelnhausen.de/
Waldkindergarten Heppenheim e.V.,In der Wasserschöpp,45,64646,Heppenheim,06252 798977,geschaeftsfuehrung@waldkindergarten-heppenheim.de,http://www.waldkindergarten-heppenheim.de/
Waldkindergarten Laubfrösche Kirchvers e.V.,Pfarrstr.,100d,35102,Lohra,0157 31638639,vorstand@waldkindergarten-kirchvers.com,http://www.waldkindergarten-kirchvers.com
Waldorfkindergarten Gelnhausen e.V.,Herzbachweg,40,63571,Gelnhausen,06051 53261,info@waldorfkindergarten-gelnhausen.de,http://www.waldorfkindergarten-gelnhausen.de/
Waldorfschul- und Kindergartenverein Hanau e.V.,Philippsruher Allee,46,63454,Hanau,06181 26880,buero@waldorfkindergarten-hanau.de,http://www.waldorfkindergarten-hanau.de/
Weitsprung GmbH,Gutenbergstr.,27,35037,Marburg,06421 686832,mail@weitsprung-reisen.de,http://www.weitsprung-reisen.de/
Welcome In! Fulda e.V.,Robert-Kircher-Str.,25,36037,Fulda,,kontakt@welcome-in.org,http://www.welcome-in.org/
"Welle GmbH, Jugend- und Familienhilfe",Fechenheimer Weg,19a,63477,Maintal,06109 769940,welle.ev@t-online.de,http://www.welle-maintal.de/
Werkgemeinschaft e.V.,Adolf-Todt-Str.,12,65203,Wiesbaden,0611 3413040,geschaeftsstelle@werkgemeinschaft-wiesbaden.de,http://www.werkgemeinschaft-wiesbaden.de/
Werkstätten für Behinderte Rhein-Main e.V.,Elsa-Brändström-Allee,15,65428,Rüsselsheim,06142 9320,info@wfb-rhein-main.de,http://www.wfb-rhein-main.de/
wif e.V. - Begegnung & Beratung,Rheinstraße,79,65185,Wiesbaden,0611 1602353,info@wif-zentrum.de,http://www.wif-zentrum.de/
"Wildwasser Darmstadt e.V. Fachberatungsstelle gegen sexualisierte Gewalt für Mädchen, Frauen/Lesben und sie unterstützende Personen",Wilhelminenstr.,19,64283,Darmstadt,06151 28871,info@wildwasser-darmstadt.de,http://www.wildwasser-darmstadt.de/
Wildwasser Frankfurt e.V. Beratungsstelle für Mädchen und Frauen Gegen sexuellen Missbrauch,Böttger Str.,22,60389,Frankfurt am Main,069 95502910,kontakt@wildwasser-frankfurt.de,http://www.wildwasser-frankfurt.de
Wildwasser Gießen gegen den sexuellen Mißbrauch an Mädchen e.V.,Liebigstr.,13,35390,Gießen,0641 76545,info@wildwasser-giessen.de,http://www.wildwasser-giessen.de/
Wildwasser Kreis Groß Gerau e.V.,Darmstädter Str.,101,65428,Rüsselsheim,06142 965760,info@wildwasser.de,http://www.wildwasser.de
Wildwasser Marburg Arbeitsgemeinschaft gegen den sexuelle Mißbrauch an Mädchen e.V.,Wilhelmstr.,40,35037,Marburg,06421 14466,info@wildwasser-marburg.de,http://www.wildwasser-marburg.de/
Wildwasser Wetterau - Verein gegen sexuelle Gewalt an Mädchen und Frauen e.V.,In den Kolonnaden,17,61231,Bad Nauheim,06032 9495760,info@wildwasser-wetterau.de,http://www.wildwasser-wetterau.de/
Wildwasser Wiesbaden e.V. Verein gegen sexuellen Mißbrauch an Mädchen und Frauen,Dostojewskistr.,10,65187,Wiesbaden,0611 808619,info@wildwasser-wiesbaden.de,http://www.wildwasser-wiesbaden.de/
WIR DABEI ! - Durch Akzeptanz Behinderung erfolgreich integrieren e.V.,Egerring,25,69488,Birkenau,06201 8760306,wir.dabei@web.de,http://www.wir-dabei.de
Wissen am Stern - Bildungsinstitut gGmbH,Untere Königsstr.,79,34117,Kassel,0561 70348968,info@wissenamstern.de,www.wissenamstern.de
Wohnen im Inselhof Rüsselsheim e.V.,Konrad-Adenauer-Ring,41-43,65428,Rüsselsheim,06142 35780,Thomas@wohnstaette-inselhof.de,
wohnenbleiben-braunshardt e.V.,Ludwigstr.,45a,64331,Weiterstadt,,wohnenbleiben-braunshardt@gmx.de,http://www.wohnenbleiben-braunshardt.de
Wohngemeinschaft Bergstraße e.V.,Rodensteinstr.,62,64625,Bensheim,06251 2487,thomas.schreck@wg-bergstrasse.de,http://www.wg-bergstrasse.de/
Wohngestein wohnen inklusiv gGmbH,Kölnische Str.,99,34119,Kassel,0561 506165350,Marco.Ferchland@wohngestein.de,
Wohnraumhilfe Bad Hersfeld e.V.,Am Frauenberg,42,36251,Bad Hersfeld,06621 12377,WohnraumhilfeBadHersfeldeV@web.de,
XENIA - Interkulturelle Projekte gGmbH,Steingasse,26,65183,Wiesbaden,0611 2056938,dagmar.hansen@xenia-interkulturell.de,http://www.xenia-interkulturell.de/
your place e.V.,Philipp-Glenz-Str.,4,63683,Ortenberg,06049 1879,yourplace-wetterau@web.de,www.yourplace-wetterau.de
Zentrum für Psychotraumatologie e.V.,Lange Str.,85,34131,Kassel,0561 9219506,traumazentrum@web.de,http://www.psychotraumazentrum-kassel.de/
ZirkuTopia e.V.,Wartekuppe,11,34134,Kassel,0561 8150505,info@zirkutopia.de,http://www.zirkutopia.de/
ZuBaKa gemeinnützige GmbH,Im Prüfling,10,60389,Frankfurt,,f.guggemos@zubaka.de,www.zubaka.de/
Zugpferd e.V.,Lämmerspieler Str.,109,63165,Mühlheim,06108 708678,info@zugpferd-ev.de,http://www.zugpferd-ev.de/
Zuhaus im Alter e.V.,Liebigstr.,2,65428,Rüsselsheim,06142 958170,hilde@ZIAEV.de,http://www.zuhaus-im-alter.de/
Zündholz - Hilfe zur Selbsthilfe e.V.,Tannenbergstr.,2,64342,Seeheim-Jugenheim,06257 690151,info@zuendholz-online.de,http://www.zuendholz-online.de
Zwerg Nase e.V.,Ludwig-Erhard-Str.,100,65199,Wiesbaden,0611 5327660,sabine.schenk@zwerg-nase.de,http://www.zwerg-nase.de/
